"Category","CDDB_ID","TrackNumber","TrackName","TrackSeconds","mm:ss","TrackOffset","Notes"
"rock","b60e2a0e","12","Milk","232","03:52","212532",""
"rock","b60e2a0e","13","Subhuman","277","04:37","229950",""
"rock","b60e2a0e","14","# 1 Crush","285","04:45","250725",""
"rock","b60f350c","1","Grind","285","04:45","150",""
"rock","b60f350c","2","Brush Away","202","03:22","21576",""
"rock","b60f350c","3","Sludge Factory","432","07:12","36733",""
"rock","b60f350c","4","Heaven Beside You","327","05:27","69179",""
"rock","b60f350c","5","Head Creeps","388","06:28","93772",""
"rock","b60f350c","6","Again","245","04:05","122874",""
"rock","b60f350c","7","Shame In You","335","05:35","141249",""
"rock","b60f350c","8","God Am","248","04:08","166445",""
"rock","b60f350c","9","So Close","165","02:45","185045",""
"rock","b60f350c","10","Nothin' Song","340","05:40","197477",""
"rock","b60f350c","11","Frogs","498","08:18","223015",""
"rock","b60f350c","12","Over Now","423","07:03","260383",""
"rock","b70ba10d","1","Sometimes","160","02:40","150",""
"rock","b70ba10d","2","Hail, Hail","221","03:41","12217",""
"rock","b70ba10d","3","Who You Are","230","03:50","28845",""
"rock","b70ba10d","4","In My Tree","239","03:59","46127",""
"rock","b70ba10d","5","Smile","232","03:52","64085",""
"rock","b70ba10d","6","Off He Goes","362","06:02","81500",""
"rock","b70ba10d","7","Habit","215","03:35","108710",""
"rock","b70ba10d","8","Red Mosquito","243","04:03","124905",""
"rock","b70ba10d","9","Lukin","62","01:02","143165",""
"rock","b70ba10d","10","Present Tense","346","05:46","147847",""
"rock","b70ba10d","11","Mankind","208","03:28","173847",""
"rock","b70ba10d","12","I'm Open","177","02:57","189515",""
"rock","b70ba10d","13","Around The Bend","274","04:34","202845",""
"rock","b70e050f","1","Te Amo...I Hate You","212","03:32","150",""
"rock","b70e050f","2","How Can I Live","196","03:16","16108",""
"rock","b70e050f","3","Two (Vaya Con Didos)","203","03:23","30872",""
"rock","b70e050f","4","Unframed","202","03:22","46141",""
"rock","b70e050f","5","Cleansing","225","03:45","61334",""
"rock","b70e050f","6","This Time's For Real","207","03:27","78232",""
"rock","b70e050f","7","Lifeless...Life","168","02:48","93758",""
"rock","b70e050f","8","Numb","246","04:06","106407",""
"rock","b70e050f","9","Have You Ever Felt?","198","03:18","124876",""
"rock","b70e050f","10","When It Cuts","167","02:47","139763",""
"rock","b70e050f","11","Letting Go","198","03:18","152306",""
"rock","b70e050f","12","All The Right Words","248","04:08","167216",""
"rock","b70e050f","13","Rebirth","173","02:53","185817",""
"rock","b70e050f","14","How Can I Live (Spanish Version)","340","05:40","198792",""
"rock","b70e050f","15","(Data Track)","599","09:59","224363",""
"rock","b70e770d","1","Personal Holloway","203","03:23","182",""
"rock","b70e770d","2","Greedy Fly","269","04:29","15472",""
"rock","b70e770d","3","Swallowed","291","04:51","35687",""
"rock","b70e770d","4","Insect Kin","266","04:26","57515",""
"rock","b70e770d","5","Cold Contagious","360","06:00","77467",""
"rock","b70e770d","6","A Tendency To Start Fires","244","04:04","104472",""
"rock","b70e770d","7","Mouth","344","05:44","122840",""
"rock","b70e770d","8","Straight No Chaser","240","04:00","148670",""
"rock","b70e770d","9","History","276","04:36","166677",""
"rock","b70e770d","10","Synapse","290","04:50","187437",""
"rock","b70e770d","11","Communicator","262","04:22","209215",""
"rock","b70e770d","12","Bonedriven","272","04:32","228935",""
"rock","b70e770d","13","Distant Voices","380","06:20","249345",""
"rock","b70ed30d","1","Intro","17","00:17","150",""
"rock","b70ed30d","2","Electric Uncle Sam","176","02:56","1440",""
"rock","b70ed30d","3","Natural Joe","252","04:12","14640",""
"rock","b70ed30d","4","Laquer Head","229","03:49","33602",""
"rock","b70ed30d","5","The Antipop","333","05:33","50807",""
"rock","b70ed30d","6","Eclectic Electric","514","08:34","75802",""
"rock","b70ed30d","7","Greet The Sacred Cow","310","05:10","114422",""
"rock","b70ed30d","8","Mama Didn't Raise No Fool","304","05:04","137715",""
"rock","b70ed30d","9","Dirty Drowning Man","288","04:48","160520",""
"rock","b70ed30d","10","Ballad Of Bodacious","208","03:28","182167",""
"rock","b70ed30d","11","Power Mad","222","03:42","197822",""
"rock","b70ed30d","12","The Final Voyage Of The Liquid Sky","339","05:39","214477",""
"rock","b70ed30d","13","Coattails Of A Dead Man W/ Heckler","597","09:57","239975",""
"rock","b70f440f","1","Here To Stay","271","04:31","150",""
"rock","b70f440f","2","Make Believe","277","04:37","20477",""
"rock","b70f440f","3","Blame","230","03:50","41260",""
"rock","b70f440f","4","Hollow Life","249","04:09","58582",""
"rock","b70f440f","5","Bottled Up Inside","240","04:00","77267",""
"rock","b70f440f","6","Thoughtless","273","04:33","95272",""
"rock","b70f440f","7","Hating","310","05:10","115747",""
"rock","b70f440f","8","One More Time","279","04:39","139035",""
"rock","b70f440f","9","Alone I Break","256","04:16","159992",""
"rock","b70f440f","10","Embrace","267","04:27","179257",""
"rock","b70f440f","11","Beat It Upright","255","04:15","199282",""
"rock","b70f440f","12","Wake Up Hate","192","03:12","218447",""
"rock","b70f440f","13","I'm Hiding","237","03:57","232890",""
"rock","b70f440f","14","No One's There","305","05:05","250700",""
"rock","b70f440f","15","Here To Stay (Remix)","261","04:21","273647",""
"rock","b80c340d","1","Breakerfall","139","02:19","150",""
"rock","b80c340d","2","Gods' Dice","146","02:26","10617",""
"rock","b80c340d","3","Evacuation","176","02:56","21570",""
"rock","b80c340d","4","Light Years","306","05:06","34770",""
"rock","b80c340d","5","Nothing As It Seems","322","05:22","57792",""
"rock","b80c340d","6","Thin Air","212","03:32","82015",""
"rock","b80c340d","7","Insignificance","268","04:28","97962",""
"rock","b80c340d","8","Of The Girl","307","05:07","118082",""
"rock","b80c340d","9","Grievance","194","03:14","141127",""
"rock","b80c340d","10","Rival","218","03:38","155735",""
"rock","b80c340d","11","Sleight Of Hand","287","04:47","172122",""
"rock","b80c340d","12","Soon Forget","106","01:46","193712",""
"rock","b80c340d","13","Parting Ways","436","07:16","201702",""
"rock","b80d270e","1","Down","194","03:14","150",""
"rock","b80d270e","2","Homebrew","208","03:28","14752",""
"rock","b80d270e","3","Beautiful Disaster","244","04:04","30415",""
"rock","b80d270e","4","Misdirected Hostility","198","03:18","48732",""
"rock","b80d270e","5","Freak Out","229","03:49","63612",""
"rock","b80d270e","6","Nix Hex","303","05:03","80810",""
"rock","b80d270e","7","Applied Science","321","05:21","103577",""
"rock","b80d270e","8","Omaha Stylee","225","03:45","127672",""
"rock","b80d270e","9","Tribute","273","04:33","144620",""
"rock","b80d270e","10","Galaxy","178","02:58","165165",""
"rock","b80d270e","11","Light Years","171","02:51","178557",""
"rock","b80d270e","12","Hydroponic","317","05:17","191417",""
"rock","b80d270e","13","Who's Got The Herb?","236","03:56","215260",""
"rock","b80d270e","14","Feels So Good","262","04:22","233005",""
"rock","b80d850c","1","You Walk Away","276","04:36","150",""
"rock","b80d850c","2","American Cliché","217","03:37","20870",""
"rock","b80d850c","3","Where Do We Go From Here","334","05:34","37200",""
"rock","b80d850c","4","Columind","216","03:36","62320",""
"rock","b80d850c","5","The Missing","286","04:46","78565",""
"rock","b80d850c","6","The Only Way (Is The Wrong Way)","313","05:13","100080",""
"rock","b80d850c","7","My Long Walk To Jail","246","04:06","123590",""
"rock","b80d850c","8","So I Quit","203","03:23","142102",""
"rock","b80d850c","9","God Damn Me","255","04:15","157385",""
"rock","b80d850c","10","It Can Never Be The Same","272","04:32","176522",""
"rock","b80d850c","11","World Today","350","05:50","196987",""
"rock","b80d850c","12","The 4th","486","08:06","223265",""
"rock","b810c20d","1","Nutshell","297","04:57","150",""
"rock","b810c20d","2","Brother","327","05:27","22467",""
"rock","b810c20d","3","No Excuses","297","04:57","47015",""
"rock","b810c20d","4","Sludge Factory","276","04:36","69310",""
"rock","b810c20d","5","Down In A Hole","346","05:46","90067",""
"rock","b810c20d","6","Angry Chair","276","04:36","116035",""
"rock","b810c20d","7","Rooster","401","06:41","136752",""
"rock","b810c20d","8","Got Me Wrong","299","04:59","166835",""
"rock","b810c20d","9","Heaven Beside You","338","05:38","189322",""
"rock","b810c20d","10","Would?","223","03:43","214672",""
"rock","b810c20d","11","Frogs","450","07:30","231420",""
"rock","b810c20d","12","Over Now","432","07:12","265177",""
"rock","b810c20d","13","Killer Is Me","323","05:23","297622",""
"rock","b90ba20c","1","Temptation Waits","276","04:36","150",""
"rock","b90ba20c","2","I Think I'm Paranoid","218","03:38","20897",""
"rock","b90ba20c","3","When I Grow Up","204","03:24","37257",""
"rock","b90ba20c","4","Medication","248","04:08","52595",""
"rock","b90ba20c","5","Special","223","03:43","71202",""
"rock","b90ba20c","6","Hammering In My Head","292","04:52","87972",""
"rock","b90ba20c","7","Push It","242","04:02","109877",""
"rock","b90ba20c","8","The Trick Is To Keep Breathing","251","04:11","128067",""
"rock","b90ba20c","9","Dumb","230","03:50","146942",""
"rock","b90ba20c","10","Sleep Together","243","04:03","164225",""
"rock","b90ba20c","11","Wicked Ways","223","03:43","182487",""
"rock","b90ba20c","12","You Look So Fine","323","05:23","199270",""
"rock","b90d190b","1","Inside","287","04:47","150",""
"rock","b90d190b","2","Send Your Love (feat Vicente Amigo)","278","04:38","21725",""
"rock","b90d190b","3","Whenever I Say Your Name (feat Mary J Blige)","327","05:27","42577",""
"rock","b90d190b","4","Dead Man's Rope","343","05:43","67175",""
"rock","b90d190b","5","Never Coming Home","299","04:59","92942",""
"rock","b90d190b","6","Stolen Car (Take Me Dancing)","238","03:58","115425",""
"rock","b90d190b","7","Forget About The Future","312","05:12","133292",""
"rock","b90d190b","8","This War","330","05:30","156745",""
"rock","b90d190b","9","The Book Of My Life (feat Anoushka Shankar)","376","06:16","181550",""
"rock","b90d190b","10","Sacred Love","363","06:03","209750",""
"rock","b90d190b","11","Send Your Love (Dave Audé Remix)","195","03:15","236987",""
"rock","b90d3e0e","1","Dreamgirl","241","04:01","150",""
"rock","b90d3e0e","2","Old Dirt Hill (Bring That Beat Back)","300","05:00","18235",""
"rock","b90d3e0e","3","Stand Up (For It)","253","04:13","40752",""
"rock","b90d3e0e","4","American Baby Intro","123","02:03","59769",""
"rock","b90d3e0e","5","American Baby","275","04:35","69016",""
"rock","b90d3e0e","6","Smooth Rider","137","02:17","89669",""
"rock","b90d3e0e","7","Everybody Wake Up (Our Finest Hour Arrives)","257","04:17","99981",""
"rock","b90d3e0e","8","Out Of My Hands","221","03:41","119286",""
"rock","b90d3e0e","9","Hello Again","236","03:56","135906",""
"rock","b90d3e0e","10","Louisiana Bayou","336","05:36","153616",""
"rock","b90d3e0e","11","Stolen Away On 55th & 3rd","257","04:17","178888",""
"rock","b90d3e0e","12","You Might Die Trying","284","04:44","198235",""
"rock","b90d3e0e","13","Steady As We Go","204","03:24","219543",""
"rock","b90d3e0e","14","Hunger For The Great Light","259","04:19","234913",""
"rock","b90e970d","1","Cherub Rock","298","04:58","150",""
"rock","b90e970d","2","Quiet","221","03:41","22510",""
"rock","b90e970d","3","Today","199","03:19","39157",""
"rock","b90e970d","4","Hummer","417","06:57","54152",""
"rock","b90e970d","5","Rocket","246","04:06","85435",""
"rock","b90e970d","6","Disarm","197","03:17","103952",""
"rock","b90e970d","7","Soma","399","06:39","118742",""
"rock","b90e970d","8","Geek U.S.A.","313","05:13","148737",""
"rock","b90e970d","9","Mayonaise","349","05:49","172277",""
"rock","b90e970d","10","Spaceboy","268","04:28","198465",""
"rock","b90e970d","11","Silverfuck","523","08:43","218610",""
"rock","b90e970d","12","Sweet Sweet","98","01:38","257870",""
"rock","b90e970d","13","Luna","199","03:19","265290",""
"rock","b90efe0d","1","Remedy","177","02:57","150",""
"rock","b90efe0d","2","Suffocate","219","03:39","13485",""
"rock","b90efe0d","3","Cure My Tragedy (A Letter To God)","235","03:55","29978",""
"rock","b90efe0d","4","Stupid Girl","189","03:09","47630",""
"rock","b90efe0d","5","Dont Belong","220","03:40","61870",""
"rock","b90efe0d","6","Wasted Years","247","04:07","78402",""
"rock","b90efe0d","7","Whatever You Became","225","03:45","96930",""
"rock","b90efe0d","8","Sad Happy","216","03:36","113822",""
"rock","b90efe0d","9","Rain Song","217","03:37","130050",""
"rock","b90efe0d","10","The Day Seattle Died","214","03:34","146363",""
"rock","b90efe0d","11","Change The World","241","04:01","162413",""
"rock","b90efe0d","12","Black Sunday","270","04:30","180498",""
"rock","b90efe0d","13","Kill The Music Industry/Gone Away (Hidden)","1162","19:22","200813",""
"rock","b9109a0d","1","Tom Sawyer","304","05:04","150",""
"rock","b9109a0d","2","Distant Early Warning","290","04:50","23000",""
"rock","b9109a0d","3","New World Man","244","04:04","44797",""
"rock","b9109a0d","4","Roll The Bones","375","06:15","63165",""
"rock","b9109a0d","5","Earthshine","344","05:44","91342",""
"rock","b9109a0d","6","YYZ","296","04:56","117150",""
"rock","b9109a0d","7","The Pass","292","04:52","139385",""
"rock","b9109a0d","8","Bravado","378","06:18","161310",""
"rock","b9109a0d","9","The Big Money","363","06:03","189700",""
"rock","b9109a0d","10","The Trees","312","05:12","216930",""
"rock","b9109a0d","11","Free Will","348","05:48","240337",""
"rock","b9109a0d","12","Closer To The Heart","184","03:04","266490",""
"rock","b9109a0d","13","Natural Science","514","08:34","280332",""
"rock","ba08950f","1","Le Garage","104","01:44","150",""
"rock","ba08950f","2","Robot","120","02:00","8000",""
"rock","ba08950f","3","A To B","147","02:27","17062",""
"rock","ba08950f","4","Decent Days And Nights","151","02:31","28125",""
"rock","ba08950f","5","Meantime","171","02:51","39462",""
"rock","ba08950f","6","Alms","125","02:05","52287",""
"rock","ba08950f","7","Danger Of The Water","177","02:57","61725",""
"rock","ba08950f","8","Carnival Kids","164","02:44","75037",""
"rock","ba08950f","9","The City Is Here For You To Use","155","02:35","87375",""
"rock","ba08950f","10","First Day","124","02:04","99050",""
"rock","ba08950f","11","He Knows","194","03:14","108397",""
"rock","ba08950f","12","Stupid And Shallow","95","01:35","122962",""
"rock","ba08950f","13","Trying Not to Think About Time","144","02:24","130087",""
"rock","ba08950f","14","Hounds Of Love","182","03:02","140947",""
"rock","ba08950f","15","Man Ray","137","02:17","154650",""
"rock","ba0bb20e","1","Seven Nation Army","231","03:51","150",""
"rock","ba0bb20e","2","Black Math","183","03:03","17535",""
"rock","ba0bb20e","3","There's No Home For You Here","223","03:43","31327",""
"rock","ba0bb20e","4","I Just Don't Know What To Do With Myself","166","02:46","48100",""
"rock","ba0bb20e","5","In The Cold, Cold, Night","178","02:58","60587",""
"rock","ba0bb20e","6","I Want To Be The Boy To Warm Your Mother's Heart","200","03:20","73970",""
"rock","ba0bb20e","7","You've Got Her In Your Pocket","219","03:39","89010",""
"rock","ba0bb20e","8","Ball And Biscuit","439","07:19","105492",""
"rock","ba0bb20e","9","The Hardest Button To Button","212","03:32","138417",""
"rock","ba0bb20e","10","Little Acorns","249","04:09","154337",""
"rock","ba0bb20e","11","Hypnotize","108","01:48","173030",""
"rock","ba0bb20e","12","The Air Near My Fingers","220","03:40","181165",""
"rock","ba0bb20e","13","Girl, You Have No Faith In Medicine","197","03:17","197690",""
"rock","ba0bb20e","14","Well It's True That We Love One Another","162","02:42","212520",""
"rock","ba0bf30e","1","Scents And Subtle Sounds (Intro)","97","01:37","150",""
"rock","ba0bf30e","2","Undermind","297","04:57","7445",""
"rock","ba0bf30e","3","The Connection","145","02:25","29787",""
"rock","ba0bf30e","4","A Song I Heard The Ocean Sing","383","06:23","40702",""
"rock","ba0bf30e","5","Army Of One","301","05:01","69465",""
"rock","ba0bf30e","6","Crowd Control","214","03:34","92087",""
"rock","ba0bf30e","7","Maggie's Revenge","103","01:43","108147",""
"rock","ba0bf30e","8","Nothing","248","04:08","115930",""
"rock","ba0bf30e","9","Two Versions Of Me","225","03:45","134557",""
"rock","ba0bf30e","10","Access Me","158","02:38","151495",""
"rock","ba0bf30e","11","Scents And Subtle Sounds","305","05:05","163407",""
"rock","ba0bf30e","12","Tomorrow's Song","116","01:56","186330",""
"rock","ba0bf30e","13","Secret Smile","401","06:41","195060",""
"rock","ba0bf30e","14","Grind","59","00:59","225150",""
"rock","ba0c940d","1","Barely (If At All)","225","03:45","150",""
"rock","ba0c940d","2","Drive You Mild","182","03:02","17062",""
"rock","ba0c940d","3","Villians","282","04:42","30742",""
"rock","ba0c940d","4","Reverend Girl","267","04:27","51922",""
"rock","ba0c940d","5","Cup Of Tea","266","04:26","71980",""
"rock","ba0c940d","6","Myself","287","04:47","91977",""
"rock","ba0c940d","7","The Freshmen","270","04:30","113547",""
"rock","ba0c940d","8","Photograph","295","04:55","133820",""
"rock","ba0c940d","9","Ominous Man","261","04:21","156015",""
"rock","ba0c940d","10","Real","113","01:53","175595",""
"rock","ba0c940d","11","Penny Is Poison","209","03:29","184100",""
"rock","ba0c940d","12","Cattle","225","03:45","199792",""
"rock","ba0c940d","13","Veneer","333","05:33","216675",""
"rock","ba0e8d0e","1","Intro","23","00:23","150",""
"rock","ba0e8d0e","2","Eat The Rich","250","04:10","1930",""
"rock","ba0e8d0e","3","Get A Grip","237","03:57","20717",""
"rock","ba0e8d0e","4","Fever","255","04:15","38562",""
"rock","ba0e8d0e","5","Livin' On The Edge","367","06:07","57700",""
"rock","ba0e8d0e","6","Flesh","356","05:56","85230",""
"rock","ba0e8d0e","7","Walk On Down","219","03:39","111982",""
"rock","ba0e8d0e","8","Shut Up And Dance","295","04:55","128427",""
"rock","ba0e8d0e","9","Cryin'","308","05:08","150600",""
"rock","ba0e8d0e","10","Gotta Love It","358","05:58","173732",""
"rock","ba0e8d0e","11","Crazy","316","05:16","200602",""
"rock","ba0e8d0e","12","Line Up","242","04:02","224365",""
"rock","ba0e8d0e","13","Amazing","356","05:56","242550",""
"rock","ba0e8d0e","14","Boogie Man","136","02:16","269265",""
"rock","ba0f1a0d","1","Decadence Dance","409","06:49","150",""
"rock","ba0f1a0d","2","Li'l Jack Horny","291","04:51","30865",""
"rock","ba0f1a0d","3","When I'm President","261","04:21","52740",""
"rock","ba0f1a0d","4","Get The Funk Out","264","04:24","72353",""
"rock","ba0f1a0d","5","More Than Words","334","05:34","92170",""
"rock","ba0f1a0d","6","Money (In God We Trust)","251","04:11","117223",""
"rock","ba0f1a0d","7","It('s A Monster)","264","04:24","136050",""
"rock","ba0f1a0d","8","Pornograffitti","376","06:16","155905",""
"rock","ba0f1a0d","9","When I First Kissed You","240","04:00","184105",""
"rock","ba0f1a0d","10","Suzi (Wants Her All Day What?)","218","03:38","202140",""
"rock","ba0f1a0d","11","Flight Of The Wounded Bumble Bee / He-man Woman Hater","380","06:20","218528",""
"rock","ba0f1a0d","12","Song For Love","355","05:55","247030",""
"rock","ba0f1a0d","13","Hole Hearted","218","03:38","273700",""
"rock","ba10240c","1","So Much to Say","247","04:07","150",""
"rock","ba10240c","2","Two Step","387","06:27","18677",""
"rock","ba10240c","3","Crash into Me","316","05:16","47722",""
"rock","ba10240c","4","Too Much","261","04:21","71447",""
"rock","ba10240c","5","#41","399","06:39","91080",""
"rock","ba10240c","6","Say Goodbye","371","06:11","121070",""
"rock","ba10240c","7","Drive In Drive Out","354","05:54","148895",""
"rock","ba10240c","8","Let You Down","247","04:07","175487",""
"rock","ba10240c","9","Lie In Our Graves","342","05:42","194050",""
"rock","ba10240c","10","Cry Freedom","353","05:53","219707",""
"rock","ba10240c","11","Tripping Billies","300","05:00","246202",""
"rock","ba10240c","12","Proudest Monkey","550","09:10","268732",""
"rock","ba119c0f","1","Intro","78","01:18","150",""
"rock","ba119c0f","2","Hot Dog","230","03:50","6057",""
"rock","ba119c0f","3","My Generation","221","03:41","23325",""
"rock","ba119c0f","4","Full Nelson","247","04:07","39900",""
"rock","ba119c0f","5","My Way","272","04:32","58452",""
"rock","ba119c0f","6","Rollin' (Air Raid Vehicle)","213","03:33","78925",""
"rock","ba119c0f","7","Livin' It Up","264","04:24","94957",""
"rock","ba119c0f","8","The One","343","05:43","114760",""
"rock","ba119c0f","9","Getcha Groove On","269","04:29","140512",""
"rock","ba119c0f","10","Take A Look Around","321","05:21","160722",""
"rock","ba119c0f","11","It'll Be OK","306","05:06","184800",""
"rock","ba119c0f","12","Boiler","420","07:00","207767",""
"rock","ba119c0f","13","Hold On","347","05:47","239287",""
"rock","ba119c0f","14","Rollin' (Urban Assault Vehicle)","382","06:22","265355",""
"rock","ba119c0f","15","Outro","589","09:49","294067",""
"rock","bb0bd80d","1","Open Your Eyes","232","03:52","150",""
"rock","bb0bd80d","2","Pressure","201","03:21","17555",""
"rock","bb0bd80d","3","Fade","241","04:01","32688",""
"rock","bb0bd80d","4","It's Been Awhile","266","04:26","50791",""
"rock","bb0bd80d","5","Change","214","03:34","70756",""
"rock","bb0bd80d","6","Can't Believe","165","02:45","86849",""
"rock","bb0bd80d","7","Epiphany","255","04:15","99262",""
"rock","bb0bd80d","8","Suffer","237","03:57","118447",""
"rock","bb0bd80d","9","Warm Safe Place","273","04:33","136287",""
"rock","bb0bd80d","10","For You","204","03:24","156777",""
"rock","bb0bd80d","11","Outside","289","04:49","172121",""
"rock","bb0bd80d","12","Waste","234","03:54","193820",""
"rock","bb0bd80d","13","Take It","215","03:35","211417",""
"rock","bb0ced0c","1","The Lazarus Heart","276","04:36","150",""
"rock","bb0ced0c","2","Be Still My Beating Heart","334","05:34","20857",""
"rock","bb0ced0c","3","Englishman In New York","267","04:27","45917",""
"rock","bb0ced0c","4","History Will Teach Us Nothing","299","04:59","65962",""
"rock","bb0ced0c","5","They Dance Alone (Gueca Solo)","435","07:15","88412",""
"rock","bb0ced0c","6","Fragile","236","03:56","121102",""
"rock","bb0ced0c","7","We'll Be Together","295","04:55","138825",""
"rock","bb0ced0c","8","Straight To My Heart","234","03:54","160992",""
"rock","bb0ced0c","9","Rock Steady","268","04:28","178595",""
"rock","bb0ced0c","10","Sister Moon","226","03:46","198745",""
"rock","bb0ced0c","11","Little Wing","311","05:11","215765",""
"rock","bb0ced0c","12","The Secret Marriage","122","02:02","239110",""
"rock","bb101a0d","1","How To Win Friends And Influence People","213","03:33","150",""
"rock","bb101a0d","2","Blackjack","171","02:51","16165",""
"rock","bb101a0d","3","I Want To Die A Beautiful Death","210","03:30","29055",""
"rock","bb101a0d","4","Volvo Driving Soccer Mom","193","03:13","44840",""
"rock","bb101a0d","5","Science Fiction","163","02:43","59377",""
"rock","bb101a0d","6","New Blue Champion","231","03:51","71620",""
"rock","bb101a0d","7","TV Show","250","04:10","89012",""
"rock","bb101a0d","8","Chrysanthemum","98","01:38","107767",""
"rock","bb101a0d","9","Sunshine (That Acid Summer)","268","04:28","115117",""
"rock","bb101a0d","10","A Beautiful Life","287","04:47","135270",""
"rock","bb101a0d","11","The New York Times","257","04:17","156812",""
"rock","bb101a0d","12","White Noise","390","06:30","176100",""
"rock","bb101a0d","13","(Data Track)","1385","23:05","205390",""
"rock","bc0e3a0e","1","I Don't Want To Lose You","189","03:09","150",""
"rock","bc0e3a0e","2","Here With Me","305","05:05","14337",""
"rock","bc0e3a0e","3","Roll With The Changes","337","05:37","37232",""
"rock","bc0e3a0e","4","Keep On Loving You","202","03:22","62557",""
"rock","bc0e3a0e","5","That Ain't Love","242","04:02","77757",""
"rock","bc0e3a0e","6","Take It On The Run","241","04:01","95957",""
"rock","bc0e3a0e","7","In My Dreams","264","04:24","114062",""
"rock","bc0e3a0e","8","Don't Let Him Go","228","03:48","133910",""
"rock","bc0e3a0e","9","Can't Fight This Feeling","291","04:51","151012",""
"rock","bc0e3a0e","10","Keep Pushin'","237","03:57","172872",""
"rock","bc0e3a0e","11","Time For Me To Fly","218","03:38","190675",""
"rock","bc0e3a0e","12","One Lonely Night","204","03:24","207062",""
"rock","bc0e3a0e","13","Back On The Road Again","329","05:29","222392",""
"rock","bc0e3a0e","14","Ridin' The Storm Out","349","05:49","247087",""
"rock","bc0fe00d","1","One Little Victory","310","05:10","150",""
"rock","bc0fe00d","2","Peaceable Kingdom","325","05:25","23474",""
"rock","bc0fe00d","3","Ghost Rider","343","05:43","47860",""
"rock","bc0fe00d","4","Ceiling Unlimited","330","05:30","73613",""
"rock","bc0fe00d","5","Stars Look Down","270","04:30","98375",""
"rock","bc0fe00d","6","How It Is","247","04:07","118668",""
"rock","bc0fe00d","7","Vapor Trail","299","04:59","137217",""
"rock","bc0fe00d","8","Secret Touch","396","06:36","159704",""
"rock","bc0fe00d","9","Earthshine","340","05:40","189454",""
"rock","bc0fe00d","10","Sweet Miracle","222","03:42","214962",""
"rock","bc0fe00d","11","Nocturne","291","04:51","231664",""
"rock","bc0fe00d","12","Freeze (Part IV Of 'Fear')","383","06:23","253509",""
"rock","bc0fe00d","13","Out Of The Cradle","302","05:02","282256",""
"rock","bc11c30e","1","The Spirit Of Radio","299","04:59","150",""
"rock","bc11c30e","2","The Trees","285","04:45","22575",""
"rock","bc11c30e","3","Something For Nothing","240","04:00","43955",""
"rock","bc11c30e","4","Freewill","324","05:24","62005",""
"rock","bc11c30e","5","Xanadu","667","11:07","86325",""
"rock","bc11c30e","6","Bastille Day","280","04:40","136375",""
"rock","bc11c30e","7","By-Tor And The Snow Dog","519","08:39","157407",""
"rock","bc11c30e","8","Anthem","264","04:24","196390",""
"rock","bc11c30e","9","Closer To The Heart","175","02:55","216225",""
"rock","bc11c30e","10","2112 - Overture","272","04:32","229372",""
"rock","bc11c30e","11","The Temples Of Syrinx","133","02:13","249812",""
"rock","bc11c30e","12","La Villa Strangiato","577","09:37","259822",""
"rock","bc11c30e","13","Fly By Night","202","03:22","303127",""
"rock","bc11c30e","14","Finding My Way","305","05:05","318295",""
"rock","be0af40e","1","Time To Relax","25","00:25","150",""
"rock","be0af40e","2","Nitro [ Youth Energy ]","146","02:26","2060",""
"rock","be0af40e","3","Bad Habit","223","03:43","13082",""
"rock","be0af40e","4","Gotta Get Away","232","03:52","29875",""
"rock","be0af40e","5","Genocide","213","03:33","47287",""
"rock","be0af40e","6","Something To Believe In","197","03:17","63270",""
"rock","be0af40e","7","Come Out And Play","197","03:17","78090",""
"rock","be0af40e","8","Self Esteem","257","04:17","92925",""
"rock","be0af40e","9","It'll Be A Long Time","163","02:43","112262",""
"rock","be0af40e","10","Killboy Powerhead","122","02:02","124507",""
"rock","be0af40e","11","What Happened To You?","132","02:12","133710",""
"rock","be0af40e","12","So Alone","77","01:17","143620",""
"rock","be0af40e","13","Not The One","174","02:54","149415",""
"rock","be0af40e","14","Smash","639","10:39","162492",""
"rock","bf0d860f","1","Pork Chop's Little Ditty","21","00:21","150",""
"rock","bf0d860f","2","My Name Is Mud","286","04:46","1790",""
"rock","bf0d860f","3","Welcome To This World","220","03:40","23310",""
"rock","bf0d860f","4","Bob","280","04:40","39865",""
"rock","bf0d860f","5","DMV","298","04:58","60867",""
"rock","bf0d860f","6","The Ol Diamondback Sturgeon (Fisherman's Chronicles, Part III)","280","04:40","83237",""
"rock","bf0d860f","7","Nature Boy","333","05:33","104237",""
"rock","bf0d860f","8","Wounded Knee","145","02:25","129250",""
"rock","bf0d860f","9","Pork Soda","140","02:20","140170",""
"rock","bf0d860f","10","The Pressman","311","05:11","150692",""
"rock","bf0d860f","11","Mr Krinkle","327","05:27","174040",""
"rock","bf0d860f","12","The Air Is Getting Slippery","151","02:31","198632",""
"rock","bf0d860f","13","Hamburger Train","491","08:11","209957",""
"rock","bf0d860f","14","Pork Chop's Little Ditty","63","01:03","246787",""
"rock","bf0d860f","15","Mail Santa","110","01:50","251527",""
"rock","c00b940e","1","Loco","254","04:14","150",""
"rock","c00b940e","2","Bradley","183","03:03","19252",""
"rock","c00b940e","3","Oddity","198","03:18","33032",""
"rock","c00b940e","4","Unspoiled","179","02:59","47952",""
"rock","c00b940e","5","Big Truck","211","03:31","61397",""
"rock","c00b940e","6","Sway","215","03:35","77227",""
"rock","c00b940e","7","First","252","04:12","93362",""
